Intent,User_Query,Response,Language,Category,Action_Required,User_Query_Normalized,Keywords
fayoum_hotels,How to reach أوبرج الفيوم hotel?,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,how to reach اوبرج الفيوم hotel,"how, to, reach, أوبرج, الفيوم, hotel"
fayoum_emergency,مساعدة طبية في الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,مساعده طبيه في الفيوم,"مساعدة, طبية, في, الفيوم"
fayoum_hotels,Book أوبرج الفيوم now,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,book اوبرج الفيوم now,"book, أوبرج, الفيوم, now"
fayoum_hotels,Room in كوم الدكة kindly,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,room in كوم الدكه kindly,"room, in, كوم, الدكة, kindly"
fayoum_emergency,Ambulance number in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,ambulance number in fayoum,"ambulance, number, in, fayoum"
fayoum_emergency,النجدة الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,النجده الفيوم,"النجدة, الفيوم"
fayoum_attractions,ممكن معلومات عن مدينة كرانبس؟,يمكنك معرفة كافة التفاصيل عن مدينة كرانبس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,ممكن معلومات عن مدينه كرانبس,"ممكن, معلومات, عن, مدينة, كرانبس"
fayoum_attractions,Location of هرم هوارة on map,"You can find all details about هرم هوارة, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,location of هرم هواره on map,"location, of, هرم, هوارة, on, map"
fayoum_attractions,Information about مدينة كرانبس please,"You can find all details about مدينة كرانبس, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,information about مدينه كرانبس please,"information, about, مدينة, كرانبس, please"
fayoum_attractions,صور من ماجيك ليك,يمكنك معرفة كافة التفاصيل عن ماجيك ليك والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,صور من ماجيك ليك,"صور, من, ماجيك, ليك"
fayoum_attractions,إزاي أوصل لـ قصر قارون؟,يمكنك معرفة كافة التفاصيل عن قصر قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,ازاي اوصل لـ قصر قارون,"إزاي, أوصل, لـ, قصر, قارون"
fayoum_attractions,Photos of وادي الحيتان,"You can find all details about وادي الحيتان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,photos of وادي الحيتان,"photos, of, وادي, الحيتان"
fayoum_attractions,How to get to قصر قارون?,"You can find all details about قصر قارون, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,how to get to قصر قارون,"how, to, get, to, قصر, قارون"
fayoum_attractions,How to get to وادي الحيتان?,"You can find all details about وادي الحيتان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,how to get to وادي الحيتان,"how, to, get, to, وادي, الحيتان"
fayoum_hotels,فندق أوبرج الفيوم الفيوم,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,فندق اوبرج الفيوم الفيوم,"فندق, أوبرج, الفيوم, الفيوم"
fayoum_attractions,Information about وادي الريان please,"You can find all details about وادي الريان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,information about وادي الريان please,"information, about, وادي, الريان, please"
fayoum_attractions,Location of ماجيك ليك on map,"You can find all details about ماجيك ليك, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,location of ماجيك ليك on map,"location, of, ماجيك, ليك, on, map"
fayoum_emergency,Accident on Fayoum road,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,accident on fayoum road,"accident, on, fayoum, road"
fayoum_attractions,Activities in بحيرة قارون,"You can find all details about بحيرة قارون, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,activities in بحيره قارون,"activities, in, بحيرة, قارون"
fayoum_emergency,I'm in trouble in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,im in trouble in fayoum,"i, m, in, trouble, in, fayoum"
fayoum_emergency,Medical help in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,medical help in fayoum,"medical, help, in, fayoum"
fayoum_emergency,Emergency report Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,emergency report fayoum,"emergency, report, fayoum"
fayoum_emergency,تليفون المطافئ الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,تليفون المطافئ الفيوم,"تليفون, المطافئ, الفيوم"
fayoum_attractions,تذاكر بحيرة قارون بكام؟,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,تذاكر بحيره قارون بكام,"تذاكر, بحيرة, قارون, بكام"
fayoum_emergency,شرطة الفيوم بسرعة,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,شرطه الفيوم بسرعه,"شرطة, الفيوم, بسرعة"
fayoum_attractions,Ticket prices for قصر قارون?,"You can find all details about قصر قارون, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,ticket prices for قصر قارون,"ticket, prices, for, قصر, قارون"
fayoum_emergency,بلاغ طوارئ الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,بلاغ طوارئ الفيوم,"بلاغ, طوارئ, الفيوم"
fayoum_emergency,Ambulance number in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,ambulance number in fayoum,"ambulance, number, in, fayoum"
fayoum_emergency,Fayoum emergency please,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fayoum emergency please,"fayoum, emergency, please"
fayoum_attractions,Best time to visit وادي الحيتان,"You can find all details about وادي الحيتان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,best time to visit وادي الحيتان,"best, time, to, visit, وادي, الحيتان"
fayoum_hotels,حجز فندق كوم الدكة الآن,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,حجز فندق كوم الدكه الان,"حجز, فندق, كوم, الدكة, الآن"
fayoum_attractions,Photos of بحيرة قارون,"You can find all details about بحيرة قارون, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,photos of بحيره قارون,"photos, of, بحيرة, قارون"
fayoum_emergency,Emergency report Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,emergency report fayoum,"emergency, report, fayoum"
fayoum_hotels,Book كوم الدكة now,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,book كوم الدكه now,"book, كوم, الدكة, now"
fayoum_emergency,بلاغ طوارئ الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,بلاغ طوارئ الفيوم,"بلاغ, طوارئ, الفيوم"
fayoum_attractions,أفضل وقت لزيارة بحيرة قارون,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,افضل وقت لزياره بحيره قارون,"أفضل, وقت, لزيارة, بحيرة, قارون"
fayoum_hotels,أسعار الإقامة في أوبرج الفيوم,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اسعار الاقامه في اوبرج الفيوم,"أسعار, الإقامة, في, أوبرج, الفيوم"
fayoum_hotels,فندق زاد المسافر متاح؟,لحجز إقامتك في فندق زاد المسافر، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,فندق زاد المسافر متاح,"فندق, زاد, المسافر, متاح"
fayoum_hotels,عايز أحجز في فندق كوم الدكة,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,عايز احجز في فندق كوم الدكه,"عايز, أحجز, في, فندق, كوم, الدكة"
fayoum_hotels,Contact info for زاد المسافر,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,contact info for زاد المسافر,"contact, info, for, زاد, المسافر"
fayoum_attractions,صور من ماجيك ليك,يمكنك معرفة كافة التفاصيل عن ماجيك ليك والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,صور من ماجيك ليك,"صور, من, ماجيك, ليك"
fayoum_emergency,مساعدة طبية في الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,مساعده طبيه في الفيوم,"مساعدة, طبية, في, الفيوم"
fayoum_attractions,Location of وادي الريان on map,"You can find all details about وادي الريان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,location of وادي الريان on map,"location, of, وادي, الريان, on, map"
fayoum_emergency,Emergency report Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,emergency report fayoum,"emergency, report, fayoum"
fayoum_hotels,I want to book at زاد المسافر hotel,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,i want to book at زاد المسافر hotel,"i, want, to, book, at, زاد, المسافر, hotel"
fayoum_emergency,مساعدة طبية في الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,مساعده طبيه في الفيوم,"مساعدة, طبية, في, الفيوم"
fayoum_attractions,مواعيد قصر قارون إيه؟,يمكنك معرفة كافة التفاصيل عن قصر قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,مواعيد قصر قارون ايه,"مواعيد, قصر, قارون, إيه"
fayoum_attractions,Photos of وادي الحيتان,"You can find all details about وادي الحيتان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,photos of وادي الحيتان,"photos, of, وادي, الحيتان"
fayoum_emergency,Fayoum emergency please,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fayoum emergency please,"fayoum, emergency, please"
fayoum_attractions,Activities in مدينة كرانبس,"You can find all details about مدينة كرانبس, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,activities in مدينه كرانبس,"activities, in, مدينة, كرانبس"
fayoum_hotels,Stay prices at كوم الدكة,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,stay prices at كوم الدكه,"stay, prices, at, كوم, الدكة"
fayoum_emergency,Fayoum emergency please,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fayoum emergency please,"fayoum, emergency, please"
fayoum_attractions,Trip to قرية تونس kindly,"You can find all details about قرية تونس, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,trip to قريه تونس kindly,"trip, to, قرية, تونس, kindly"
fayoum_hotels,إزاي أروح فندق كوم الدكة؟,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ازاي اروح فندق كوم الدكه,"إزاي, أروح, فندق, كوم, الدكة"
fayoum_attractions,تذاكر بحيرة قارون بكام؟,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,تذاكر بحيره قارون بكام,"تذاكر, بحيرة, قارون, بكام"
fayoum_emergency,Ambulance number in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,ambulance number in fayoum,"ambulance, number, in, fayoum"
fayoum_attractions,Location of هرم هوارة on map,"You can find all details about هرم هوارة, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,location of هرم هواره on map,"location, of, هرم, هوارة, on, map"
fayoum_hotels,Book أوبرج الفيوم now,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,book اوبرج الفيوم now,"book, أوبرج, الفيوم, now"
fayoum_hotels,ممكن أسعار فندق أوبرج الفيوم؟,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ممكن اسعار فندق اوبرج الفيوم,"ممكن, أسعار, فندق, أوبرج, الفيوم"
fayoum_hotels,Stay prices at أوبرج الفيوم,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,stay prices at اوبرج الفيوم,"stay, prices, at, أوبرج, الفيوم"
fayoum_attractions,عايز أزور هرم هوارة,يمكنك معرفة كافة التفاصيل عن هرم هوارة والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,عايز ازور هرم هواره,"عايز, أزور, هرم, هوارة"
fayoum_hotels,ممكن أسعار فندق أوبرج الفيوم؟,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ممكن اسعار فندق اوبرج الفيوم,"ممكن, أسعار, فندق, أوبرج, الفيوم"
fayoum_emergency,Ambulance number in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,ambulance number in fayoum,"ambulance, number, in, fayoum"
fayoum_hotels,ممكن أسعار فندق أوبرج الفيوم؟,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ممكن اسعار فندق اوبرج الفيوم,"ممكن, أسعار, فندق, أوبرج, الفيوم"
fayoum_attractions,I want to visit وادي الحيتان,"You can find all details about وادي الحيتان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,i want to visit وادي الحيتان,"i, want, to, visit, وادي, الحيتان"
fayoum_emergency,Ambulance number in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,ambulance number in fayoum,"ambulance, number, in, fayoum"
fayoum_emergency,Emergency report Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,emergency report fayoum,"emergency, report, fayoum"
fayoum_hotels,Is زاد المسافر hotel available?,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,is زاد المسافر hotel available,"is, زاد, المسافر, hotel, available"
fayoum_attractions,أفضل وقت لزيارة وادي الحيتان,يمكنك معرفة كافة التفاصيل عن وادي الحيتان والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,افضل وقت لزياره وادي الحيتان,"أفضل, وقت, لزيارة, وادي, الحيتان"
fayoum_emergency,مساعدة طبية في الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,مساعده طبيه في الفيوم,"مساعدة, طبية, في, الفيوم"
fayoum_attractions,I want to visit ماجيك ليك,"You can find all details about ماجيك ليك, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,i want to visit ماجيك ليك,"i, want, to, visit, ماجيك, ليك"
fayoum_hotels,أسعار الإقامة في كوم الدكة,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اسعار الاقامه في كوم الدكه,"أسعار, الإقامة, في, كوم, الدكة"
fayoum_attractions,أنشطة في ماجيك ليك,يمكنك معرفة كافة التفاصيل عن ماجيك ليك والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,انشطه في ماجيك ليك,"أنشطة, في, ماجيك, ليك"
fayoum_emergency,I'm in trouble in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,im in trouble in fayoum,"i, m, in, trouble, in, fayoum"
fayoum_attractions,رحلة إلى قرية تونس لو سمحت,يمكنك معرفة كافة التفاصيل عن قرية تونس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,رحله الى قريه تونس لو سمحت,"رحلة, إلى, قرية, تونس, لو, سمحت"
fayoum_hotels,Room in كوم الدكة kindly,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,room in كوم الدكه kindly,"room, in, كوم, الدكة, kindly"
fayoum_emergency,بلاغ طوارئ الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,بلاغ طوارئ الفيوم,"بلاغ, طوارئ, الفيوم"
fayoum_attractions,إزاي أوصل لـ هرم هوارة؟,يمكنك معرفة كافة التفاصيل عن هرم هوارة والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,ازاي اوصل لـ هرم هواره,"إزاي, أوصل, لـ, هرم, هوارة"
fayoum_attractions,Ticket prices for هرم هوارة?,"You can find all details about هرم هوارة, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,ticket prices for هرم هواره,"ticket, prices, for, هرم, هوارة"
fayoum_hotels,Stay prices at زاد المسافر,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,stay prices at زاد المسافر,"stay, prices, at, زاد, المسافر"
fayoum_attractions,صور من وادي الريان,يمكنك معرفة كافة التفاصيل عن وادي الريان والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,صور من وادي الريان,"صور, من, وادي, الريان"
fayoum_hotels,How to reach أوبرج الفيوم hotel?,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,how to reach اوبرج الفيوم hotel,"how, to, reach, أوبرج, الفيوم, hotel"
fayoum_emergency,شرطة الفيوم بسرعة,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,شرطه الفيوم بسرعه,"شرطة, الفيوم, بسرعة"
fayoum_emergency,رقم الإسعاف في الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,رقم الاسعاف في الفيوم,"رقم, الإسعاف, في, الفيوم"
fayoum_attractions,صور من ماجيك ليك,يمكنك معرفة كافة التفاصيل عن ماجيك ليك والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,صور من ماجيك ليك,"صور, من, ماجيك, ليك"
fayoum_hotels,زاد المسافر hotel Fayoum,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,زاد المسافر hotel fayoum,"زاد, المسافر, hotel, fayoum"
fayoum_emergency,Ambulance number in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,ambulance number in fayoum,"ambulance, number, in, fayoum"
fayoum_emergency,Fayoum police quickly,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fayoum police quickly,"fayoum, police, quickly"
fayoum_emergency,I'm in trouble in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,im in trouble in fayoum,"i, m, in, trouble, in, fayoum"
fayoum_emergency,حادث في طريق الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,حادث في طريق الفيوم,"حادث, في, طريق, الفيوم"
fayoum_hotels,أوضة في زاد المسافر لو سمحت,لحجز إقامتك في فندق زاد المسافر، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اوضه في زاد المسافر لو سمحت,"أوضة, في, زاد, المسافر, لو, سمحت"
fayoum_attractions,Information about هرم هوارة please,"You can find all details about هرم هوارة, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,information about هرم هواره please,"information, about, هرم, هوارة, please"
fayoum_hotels,ممكن تفاصيل عن فندق زاد المسافر؟,لحجز إقامتك في فندق زاد المسافر، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ممكن تفاصيل عن فندق زاد المسافر,"ممكن, تفاصيل, عن, فندق, زاد, المسافر"
fayoum_hotels,Is كوم الدكة hotel available?,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,is كوم الدكه hotel available,"is, كوم, الدكة, hotel, available"
fayoum_emergency,Fayoum police quickly,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fayoum police quickly,"fayoum, police, quickly"
fayoum_hotels,Details about كوم الدكة hotel,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,details about كوم الدكه hotel,"details, about, كوم, الدكة, hotel"
fayoum_emergency,تليفون المطافئ الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,تليفون المطافئ الفيوم,"تليفون, المطافئ, الفيوم"
fayoum_hotels,Is أوبرج الفيوم hotel available?,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,is اوبرج الفيوم hotel available,"is, أوبرج, الفيوم, hotel, available"
fayoum_hotels,I want to book at كوم الدكة hotel,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,i want to book at كوم الدكه hotel,"i, want, to, book, at, كوم, الدكة, hotel"
fayoum_emergency,بلاغ طوارئ الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,بلاغ طوارئ الفيوم,"بلاغ, طوارئ, الفيوم"
fayoum_attractions,Information about بحيرة قارون please,"You can find all details about بحيرة قارون, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,information about بحيره قارون please,"information, about, بحيرة, قارون, please"
fayoum_hotels,أوضة في زاد المسافر لو سمحت,لحجز إقامتك في فندق زاد المسافر، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اوضه في زاد المسافر لو سمحت,"أوضة, في, زاد, المسافر, لو, سمحت"
fayoum_hotels,عايز أحجز في فندق كوم الدكة,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,عايز احجز في فندق كوم الدكه,"عايز, أحجز, في, فندق, كوم, الدكة"
fayoum_emergency,Fayoum police quickly,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fayoum police quickly,"fayoum, police, quickly"
fayoum_emergency,Help Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,help fayoum,"help, fayoum"
fayoum_hotels,رقم تليفون فندق أوبرج الفيوم,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,رقم تليفون فندق اوبرج الفيوم,"رقم, تليفون, فندق, أوبرج, الفيوم"
fayoum_hotels,فندق زاد المسافر الفيوم,لحجز إقامتك في فندق زاد المسافر، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,فندق زاد المسافر الفيوم,"فندق, زاد, المسافر, الفيوم"
fayoum_hotels,How to reach زاد المسافر hotel?,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,how to reach زاد المسافر hotel,"how, to, reach, زاد, المسافر, hotel"
fayoum_attractions,أنشطة في بحيرة قارون,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,انشطه في بحيره قارون,"أنشطة, في, بحيرة, قارون"
fayoum_attractions,Photos of شلالات الفيوم,"You can find all details about شلالات الفيوم, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,photos of شلالات الفيوم,"photos, of, شلالات, الفيوم"
fayoum_attractions,أفضل وقت لزيارة مدينة كرانبس,يمكنك معرفة كافة التفاصيل عن مدينة كرانبس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,افضل وقت لزياره مدينه كرانبس,"أفضل, وقت, لزيارة, مدينة, كرانبس"
